,vehicle_id,start_time,stop_time
3774,599149,30264,36487
3775,599149,38054,38054
3776,599149,39643,51386
3777,569914,68278,82785
3778,552859,44131,44737
3779,552859,67235,83108
3780,503775,76259,76910
3781,572633,47046,57575
3782,572633,61674,79167
3783,515624,38339,38339
3784,515624,68275,83300
3785,615915,68184,85445
3786,441151,38706,58239
3787,441151,61626,65017
3788,441151,66487,83754
3789,459862,176,11700
3790,459862,67076,86213
3791,499842,67263,82959
3792,613790,49,5885
3793,613790,50509,58455
3794,613790,61583,62132
3795,613790,66033,79875
3796,543532,45726,53643
3797,543532,68239,83216
3798,563810,68046,82334
3799,133028,30185,30882
3800,133028,38346,41075
3801,133028,68251,74320
3802,489639,92,711
3803,489639,68238,84206
3804,352413,68199,83267
3805,460350,14,12532
3806,460350,53741,53741
3807,460350,68140,86382
3808,546177,33963,47656
3809,546177,49672,58250
3810,546177,61697,67506
3811,546177,68766,69729
3812,546177,71130,82993
3813,615873,90,830
3814,615873,70511,86398
3815,627709,71271,80201
3816,209352,39951,58210
3817,209352,68957,72559
3818,209352,74274,79472
3819,209352,81102,83079
3820,328039,39762,57305
3821,328039,69414,80225
3822,328039,83327,86391
3823,597460,58,325
3824,597460,40105,54703
3825,597460,70573,80526
3826,549581,68225,71168
3827,549581,72417,82713
3828,332698,11,10799
3829,332698,68426,86393
3830,609916,35840,57417
3831,609916,61627,64512
3832,609916,65747,66215
3833,609916,68316,84027
3834,551691,30505,58135
3835,551691,61554,71651
3836,551691,73153,84857
3837,215404,34144,34144
3838,215404,64736,85043
3839,479486,68,11787
3840,479486,63387,86399
3841,525059,68294,82811
3842,412919,37056,48081
3843,136048,68767,70531
3844,136048,72032,82604
3845,625211,67908,85373
3846,259830,35543,58483
3847,259830,61753,83453
3848,597373,42908,58460
3849,597373,61874,66420
3850,597373,68125,68387
3851,597373,69751,82898
3852,636479,67973,69216
3853,636479,71204,82836
3854,163664,27,10995
3855,163664,52219,52296
3856,163664,68369,86386
3857,607724,55,11840
3858,607724,67146,67453
3859,607724,68813,69016
3860,607724,70224,70454
3861,607724,72009,79539
3862,408389,40559,58261
3863,262142,139,10820
3864,262142,41557,52758
3865,262142,68158,69495
3866,525280,42929,58306
3867,525280,63242,65075
3868,525280,66367,85610
3869,213025,4,12268
3870,213025,33151,58426
3871,213025,67774,86388
3872,547402,0,12835
3873,547402,37876,50053
3874,547402,67014,86372
3875,558786,21922,22480
3876,558786,32657,32736
3877,558786,34192,38362
3878,558786,39636,42449
3879,558786,43974,58479
3880,558786,62045,65063
3881,458712,68351,71757
3882,458712,73203,75772
3883,458712,77819,79121
3884,374535,35306,35306
3885,374535,41932,58480
3886,374535,61510,83222
3887,272825,24975,57710
3888,584820,43533,58433
3889,584820,65832,81825
3890,367290,39434,57735
3891,367290,61739,83224
3892,453311,115,4075
3893,453311,42822,58426
3894,453311,61660,61972
3895,453311,63344,71656
3896,453311,73006,86397
3897,632365,41250,56334
3898,453381,28514,40578
3899,453381,45111,53096
3900,453381,67808,77101
3901,636144,39966,58413
3902,636144,61524,64763
3903,636144,72079,82247
3904,593072,200,200
3905,593072,43428,57196
3906,593072,61570,65108
3907,593072,66701,75627
3908,593072,77596,85220
3909,162301,38779,57832
3910,197473,23777,58154
3911,197473,61621,65045
3912,283076,24847,57516
3913,181900,179,179
3914,181900,23836,57743
3915,181900,61701,64566
3916,181900,65799,82990
3917,496759,68288,83207
3918,595251,41458,58464
3919,595251,68096,83246
3920,348579,36822,55039
3921,348579,56993,58484
3922,348579,71252,83398
3923,511274,24708,58312
3924,580870,69895,86326
3925,508363,1,1
3926,508363,44825,44825
3927,508363,67982,85705
3928,250649,44037,44037
3929,250649,61772,64259
3930,250649,65818,65818
3931,250649,67393,69136
3932,250649,71795,81962
3933,561550,23369,23369
3934,561550,64014,65016
3935,561550,66238,67313
3936,570988,16617,16648
3937,570988,24053,24061
3938,570988,64632,64632
3939,570988,66412,86235
3940,480582,68009,71230
3941,480582,72528,83102
3942,317216,23,12148
3943,317216,64770,83106
3944,317216,85486,86304
3945,93730,32527,32527
3946,93730,34257,48846
3947,93730,50184,57124
3948,93730,61903,70492
3949,93730,71887,82925
3950,330650,33429,58441
3951,330650,61514,65120
3952,330650,66482,82911
3953,530103,53777,54973
3954,584970,49895,50402
3955,584970,63507,83418
3956,350347,39965,50362
3957,350347,53822,53843
3958,350347,55230,57225
3959,350347,62295,62295
3960,350347,63977,84653
3961,476703,67940,83084
3962,474096,65788,70487
3963,474096,72524,83119
3964,636883,53513,58453
3965,636883,61528,69427
3966,611954,72571,86197
3967,458072,61563,66672
3968,458072,81665,81665
3969,120239,41120,57968
3970,120239,61627,64862
3971,120239,66250,82883
3972,614056,41157,57542
3973,614056,61583,83764
3974,488467,34683,51833
3975,488467,64979,84386
3976,335190,40182,54933
3977,335190,65770,80489
3978,240860,41064,58333
3979,240860,61794,68175
3980,240860,69515,83471
3981,615065,41365,57696
3982,615065,61539,70323
3983,615065,71844,82806
3984,370591,25204,32008
3985,370591,33272,57947
3986,615916,46804,58412
3987,615916,68969,85536
3988,631870,28809,28809
3989,631870,62544,85245
3990,567168,71064,72737
3991,567168,76757,79866
3992,567168,81987,82277
3993,346696,68338,70373
3994,346696,71625,84168
3995,251288,110,1394
3996,251288,39464,57511
3997,251288,61553,62369
3998,251288,65013,65013
3999,251288,66221,68697
4000,251288,72502,86384
4001,559503,42464,58472
4002,559503,63537,64449
4003,559503,66595,70180
4004,559503,71419,82660
4005,160015,24668,58036
4006,160015,61533,85442
4007,550880,23310,58224
4008,543514,72614,77357
4009,543514,79570,81574
4010,635037,51472,51472
4011,635037,64644,83160
4012,461459,11,1892
4013,461459,66475,66728
4014,461459,68407,84733
4015,637706,43697,57784
4016,637706,61544,64558
4017,637706,65783,69515
4018,523286,39290,39290
4019,523286,43736,56350
4020,523286,61522,68127
4021,523286,70081,78895
4022,523286,80308,84733
4023,584444,29214,29214
4024,584444,43439,53818
4025,584444,64839,82946
4026,631830,24873,43519
4027,631830,45229,58329
4028,324389,43284,44088
4029,324389,45942,58381
4030,324389,63272,64467
4031,324389,65763,68964
4032,324389,71449,83813
4033,458105,29571,29571
4034,458105,38000,58486
4035,458105,61797,63512
4036,458105,65877,65877
4037,458105,67529,86198
4038,227930,25179,25749
4039,227930,27129,36239
4040,227930,37971,39500
4041,227930,40856,44379
4042,227930,45882,45882
4043,227930,47340,50060
4044,227930,51427,57130
4045,85430,66,11202
4046,85430,43322,58129
4047,85430,61578,65076
4048,85430,66392,68932
4049,85430,70458,70458
4050,85430,71727,86380
4051,505043,36347,57064
4052,505043,58331,58406
4053,505043,61530,63410
4054,591523,36889,38662
4055,591523,40055,40467
4056,591523,42096,52988
4057,591523,57450,58326
4058,459691,40244,57150
4059,459691,61700,67665
4060,459691,69155,86384
4061,520889,35,4435
4062,520889,68362,83545
4063,599201,55981,58433
4064,599201,61842,64700
4065,599201,66483,68527
4066,599201,70141,70141
4067,599201,71394,81237
4068,599201,85061,86322
4069,588109,36133,36133
4070,588109,68141,82978
4071,623184,72835,76125
4072,620692,54328,58492
4073,620692,61558,63363
4074,620692,74829,85801
4075,627555,65765,83879
4076,627555,85209,85209
4077,480420,24039,30371
4078,480420,32497,57567
4079,480420,71255,79027
4080,536118,45248,57710
4081,541877,67426,69137
4082,541877,71352,84196
4083,541877,85403,85408
