,vehicle_id,start_time,stop_time
140,330280,3,5996
141,330280,66048,86245
142,559872,26,11112
143,559872,64115,86397
144,577886,42629,82832
145,459775,304,11102
146,459775,42487,60457
147,459775,65262,86389
148,127643,71,739
149,127643,46737,86138
150,626092,67943,82999
151,502277,35282,83419
152,412705,52,4132
153,412705,68789,86393
154,383373,47830,48679
155,383373,56228,59160
156,383373,60509,84199
157,609134,38858,38858
158,609134,40257,45357
159,609134,47256,53877
160,609134,55274,81034
161,548451,11,11909
162,548451,67805,86397
163,355117,21,21
164,355117,68771,83556
165,355117,86270,86389
166,502519,73801,80670
167,589582,22574,22574
168,589582,32660,32660
169,589582,35497,35497
170,589582,67468,83237
171,537610,11,5435
172,537610,28421,56741
173,537610,59108,86396
174,325778,37283,83760
175,163770,18501,18548
176,163770,25296,27988
177,163770,52117,57592
178,535943,24866,57902
179,185014,23594,57844
180,185014,65214,82096
181,251369,33097,39556
182,251369,40876,45190
183,251369,61801,72036
184,251369,78540,78542
185,153274,42158,82725
186,571491,40493,62584
187,571491,64801,82962
188,605515,37,12007
189,605515,47678,86399
190,166245,35790,60346
191,166245,65257,77651
192,644214,46253,59785
193,639353,25338,53579
194,639353,68494,75679
195,530529,30460,30521
196,530529,31904,33007
197,530529,38582,38831
198,530529,40189,41447
199,530529,65915,70500
200,530529,71824,84244
201,511125,42942,86019
202,279716,106,13422
203,279716,66250,71781
204,279716,72989,86396
205,617866,9,15363
206,617866,27585,83130
207,639019,68010,85652
208,611851,13,5459
209,611851,42909,42909
210,611851,50386,57746
211,611851,64988,85110
212,340946,7,11231
213,340946,68359,86225
214,460000,34517,83430
215,338548,64812,83582
216,182742,32,6311
217,182742,64911,86390
218,639988,1,14062
219,639988,68291,68291
220,639988,73074,86297
221,504998,34,3005
222,504998,32503,32503
223,504998,38772,86309
224,596230,934,10481
225,596230,13595,13595
226,596230,68285,68757
227,596230,70010,82437
228,596230,83788,86296
229,608710,67695,86290
230,460412,66163,83945
231,498492,24492,60243
232,498492,65809,82880
233,367397,41009,58167
234,367397,61356,82935
235,599525,67619,82854
236,590530,42901,56653
237,590530,60157,60158
238,590530,62804,86286
239,629078,34649,48185
240,629078,64964,83071
241,606937,40018,82981
242,592278,40100,57748
243,592278,61303,82947
244,122410,24344,58598
245,400781,33164,58031
246,400781,60471,67478
247,400781,69098,86386
248,632119,37485,81538
249,506665,38991,85624
250,612115,42312,61807
251,612115,63696,76419
252,628264,14,5483
253,628264,42546,60482
254,628264,64450,86322
255,335342,12917,12917
256,335342,62653,84313
257,633237,55000,63127
258,633237,68347,82955
259,239415,23,12838
260,239415,44494,62769
261,239415,68353,86388
262,583624,7,1419
263,583624,43134,57998
264,279221,42151,57723
265,279221,59305,82968
266,82260,24853,51117
267,82260,52669,58136
268,82260,64202,75430
269,611897,64427,84332
270,616877,476,510
271,616877,51411,82561
272,623552,34753,54940
273,614822,68899,84251
274,487089,49925,67457
275,487089,68679,83308
276,584984,31722,31722
277,584984,42921,62608
278,584984,64135,84835
279,253886,30,30
280,253886,66042,82908
281,614278,58779,81986
282,289342,3581,3802
283,289342,43655,48513
284,289342,59441,61526
285,289342,74288,83000
286,627018,17,11397
287,627018,66432,86386
288,417864,41864,61655
289,417864,64519,84957
290,140878,65726,82858
291,506170,3,8230
292,506170,60648,83024
293,505614,29,8376
294,505614,25306,25306
295,505614,69678,86216
296,629575,63392,83615
297,604895,14,54
298,604895,39584,83911
299,358417,49613,56319
300,358417,66260,83151
301,151157,27193,57573
302,151157,59733,64301
303,330142,68354,82838
304,476084,67039,83098
305,453159,36742,36742
306,453159,37970,64041
307,453159,65425,83092
308,500517,24834,57506
309,577025,7,9842
310,577025,46025,50976
311,577025,52873,54506
312,587825,64508,82927
313,137580,32411,83359
314,156522,22562,57698
315,156522,69734,80947
316,272092,26,12965
317,272092,67053,86395
318,631722,24906,57668
319,530329,65253,83401
320,256159,37372,54174
321,256159,65732,83061
322,560636,37499,37499
323,560636,68660,83353
324,512418,90,11413
325,512418,55226,86238
326,175736,23702,53574
327,175736,54996,60113
328,175736,61521,62816
329,175736,76746,86233
330,547238,30186,30186
331,547238,36117,36119
332,547238,38986,39229
333,547238,42255,58998
334,547238,64026,83543
335,547238,85317,85964
336,640329,48,2559
337,441570,34892,34892
338,441570,47232,47476
339,441570,50910,52425
340,363065,67543,83480
341,363065,86231,86231
342,560418,65641,86389
343,636409,44147,57415
344,636409,61270,62758
345,396131,51305,51314
346,396131,68150,82714
347,483436,68368,83985
348,609150,71025,85556
349,571830,39272,55316
350,571830,57546,58051
351,571830,61113,82819
352,320889,39742,83351
353,289432,42807,57012
354,289432,61015,82947
355,536743,67538,82876
356,371032,3659,3659
357,371032,63726,83104
358,597775,69269,86369
359,426292,39662,86241
360,500609,40611,50616
361,500609,58585,83245
362,625119,0,2478
363,625119,67739,86386
364,456257,59,7922
365,456257,64985,85226
366,395335,27196,27196
367,395335,31670,47159
368,395335,67582,67582
369,395335,69094,83359
370,515414,42504,82924
371,584733,37494,53387
372,584733,64994,84495
373,358940,68361,82781
374,148381,42816,42816
375,148381,44830,60096
376,148381,63652,83192
377,573608,1569,1878
378,573608,58774,67307
379,573608,69995,70511
380,573608,71867,78817
381,511357,38688,85078
382,590360,40619,49988
383,590360,66284,82735
384,617981,67650,85376
385,403402,40533,58119
386,403402,59949,83020
387,295022,40945,59911
388,295022,63159,83235
389,305717,67024,83407
390,441663,42213,80338
391,595736,219,13052
392,595736,63691,63691
393,595736,68375,86187
394,589281,12,1014
395,589281,63713,83832
396,631170,28394,82380
397,473121,5,11063
398,473121,45906,54988
399,473121,68483,86394
400,565060,44446,56289
401,565060,66251,83101
402,500614,45,3486
403,500614,38582,54585
404,500614,66293,86389
405,533674,25167,60306
406,369860,25825,25825
407,369860,27173,41018
408,369860,45264,49595
409,369860,64999,84078
410,643325,47138,65468
411,527513,67562,83028
412,546099,68474,84691
413,614022,32230,32230
414,614022,55277,82826
415,570646,43,2324
416,570646,7361,7361
417,216280,35579,56125
418,463320,37890,53503
419,463320,61858,82835
420,561786,62887,81019
421,623519,14,12375
422,623519,38045,38045
423,623519,64722,86394
424,543233,67513,82785
425,302622,46932,57818
426,302622,64876,73362
427,620411,37204,51201
428,620411,68846,82873
429,530885,40669,58917
430,530885,62276,84321
431,223421,71,10816
432,223421,36271,51509
433,223421,65282,86399
434,466850,3,383
435,466850,40560,57197
436,521967,8,2481
437,521967,40359,85213
438,475954,11,6225
439,475954,41882,41882
440,475954,47948,52899
441,475954,54139,86222
442,566599,58420,58420
443,566599,64803,83425
444,197228,10,11470
445,197228,13019,13020
446,197228,53070,58568
447,197228,65339,86372
448,540460,65214,83037
449,610560,32936,82857
450,256088,3,13890
451,256088,50902,86341
452,383875,148,11455
453,383875,48472,56209
454,383875,68218,86394
455,479144,35006,35011
456,479144,66711,86391
457,412699,43203,61409
458,412699,65357,79753
459,624471,28076,29422
460,624471,43207,58216
461,624471,61559,83614
462,605746,42129,84811
463,639620,3,2734
464,639620,42484,62467
465,639620,64819,82875
466,636701,46453,46453
467,636701,63440,83106
468,631385,25404,58466
469,631385,65744,75610
470,137890,69433,77075
471,552665,63354,85000
472,590223,15,11619
473,590223,65389,86385
474,596506,9,1557
475,596506,29397,29397
476,596506,65831,86259
477,568981,4,1010
478,568981,39053,39053
479,364406,42229,58191
480,364406,60468,84476
481,628624,186,6487
482,628624,68082,86378
483,642967,7,7604
484,642967,11137,11137
485,642967,64955,64972
486,642967,66206,86361
487,522629,42966,62283
488,522629,64730,83085
489,159339,24300,83690
490,576849,68174,82692
491,363073,44846,61190
492,363073,71348,83437
493,460389,2446,2457
494,460389,46706,54543
495,460389,65578,82948
496,644191,41805,85665
497,416620,39839,39839
498,416620,42955,47304
499,416620,48672,59793
500,416620,61161,83939
501,389062,43934,83584
502,450315,40884,57994
503,450315,64494,82802
504,617828,11,10580
505,617828,65066,86337
506,494024,64826,85295
507,212135,9,4261
508,212135,68876,85095
509,531308,66054,82897
510,367485,170,11707
511,367485,64886,86142
512,555791,68449,83026
513,355144,42522,82866
514,331907,25479,54249
515,331907,73426,78781
516,636325,62432,83421
517,440284,35792,41181
518,236623,43121,58727
519,236623,60405,84286
520,205198,24664,58793
521,205198,65171,84177
522,593632,42518,63028
523,593632,64689,83103
524,259625,35771,35782
525,259625,43031,60046
526,259625,65895,82986
527,540929,65890,81989
528,606837,41599,82950
529,549597,24330,24330
530,549597,67968,82994
531,245609,64383,83005
532,575312,23,13678
533,575312,68267,86391
534,619050,38737,58754
535,619050,62346,78433
536,528757,49356,84197
537,632733,7234,7235
538,632733,43284,58635
539,632733,59963,59963
540,632733,72560,72560
541,394858,68011,82909
542,523838,1082,12000
543,523838,60158,60174
544,523838,67207,86060
545,461645,34967,34967
546,461645,42340,60892
547,461645,64807,82886
548,461645,84312,85760
549,402506,68023,82908
550,309214,67811,84200
551,250208,23417,25795
552,250208,27945,43688
553,250208,44909,56294
554,250208,58233,58396
555,250208,65862,66330
556,250208,69110,74997
557,166889,29463,82991
558,556512,48,8572
559,556512,68196,84052
560,480409,5,22256
561,480409,68082,86368
562,601509,65598,83492
563,535733,48220,84130
564,597746,50608,50608
565,597746,61943,83233
566,544192,43571,84950
567,609257,0,3121
568,609257,12165,12167
569,609257,42083,60319
570,609257,63687,84706
571,324594,67088,84429
572,630442,63024,82894
573,560220,40552,40552
574,560220,68314,84633
575,382935,40469,40476
576,382935,42584,59978
577,382935,63206,82822
578,637586,3,155
579,637586,65147,82914
580,205389,68055,77143
581,620416,36239,56628
582,620416,65993,83716
583,549887,10,3738
584,549887,5115,6702
585,549887,43185,43187
586,549887,44630,45798
587,549887,47573,49424
588,549887,52831,59903
589,549887,62949,62949
590,549887,64379,65438
591,549887,66666,70244
592,549887,72187,77148
593,549887,79348,86383
594,439534,68260,73629
595,192380,33209,84239
596,582991,64935,82840
597,432795,41824,72442
598,629889,36149,54034
599,629889,65044,82953
600,254909,68403,82905
601,422902,3,3
602,422902,1299,11156
603,422902,64425,86387
604,600045,58,8568
605,600045,44175,62710
606,628805,61389,83363
607,613471,5,10915
608,613471,65897,86339
609,630070,30399,51958
610,630070,68382,83517
611,575098,2715,2730
612,575098,39154,45136
613,575098,64937,82739
614,633526,3,2764
615,633526,43480,43480
616,633526,58631,82082
617,607959,15,10535
618,607959,39523,39523
619,607959,42282,42282
620,607959,52199,82296
621,607959,85427,85431
622,552777,67395,82921
623,550392,39091,62929
624,550392,66520,86374
625,90793,39466,39466
626,90793,43084,62559
627,90793,66247,67143
628,90793,68560,83071
629,254368,33094,33094
630,254368,40525,83044
631,605255,41680,43325
632,605255,46059,60431
633,605255,63524,83128
634,637634,39760,39765
635,637634,42296,54371
636,637634,67701,72331
637,637634,74144,84493
638,404364,43043,58194
639,404364,61754,82855
640,596404,46193,55522
641,596404,75062,84485
642,365167,71546,86077
643,162591,38858,58537
644,162591,61298,82879
645,193206,67508,83112
646,615111,117,1998
647,615111,29443,29443
648,615111,35754,80188
649,615111,82359,82429
650,368363,43055,54819
651,368363,67813,83423
652,383706,39904,54098
653,383706,66908,83428
654,176840,32264,43701
655,176840,45650,62849
656,419348,69544,79036
657,626725,58629,84282
658,607435,256,9737
659,607435,15331,15331
660,607435,64916,81681
661,607435,85982,85982
662,552789,67572,74449
663,552789,75674,83652
664,620533,66832,86374
665,354931,42383,83075
666,614247,9,11314
667,614247,12547,12552
668,614247,65579,66557
669,614247,68565,86315
670,527072,24983,30453
671,527072,31749,58926
672,527072,65228,78780
673,502581,68017,74500
674,502581,76102,84819
675,557203,44254,56789
676,557203,64327,83466
677,624055,68033,83011
678,629570,43407,54533
679,629570,56836,75744
680,283329,34865,61443
681,283329,64809,83100
682,238686,34,16689
683,238686,65250,86346
684,601604,17,11560
685,601604,68126,86356
686,471960,43646,43646
687,471960,45058,83281
688,482768,67972,82855
689,253558,37766,37766
690,253558,60678,83556
691,608602,31193,31193
692,608602,42171,50512
693,608602,63828,83382
694,613827,45912,46976
695,613827,49273,49273
696,613827,53399,59599
697,613827,64511,82803
698,591372,66628,83446
699,623080,36674,41386
700,623080,43654,46135
701,623080,57653,61742
702,623080,64764,82859
703,616680,65184,82849
704,552342,74260,82969
705,626934,52039,84160
706,497282,103,10999
707,497282,69046,86396
708,518788,68434,83079
709,465511,68503,78076
710,571513,37654,56445
711,571513,63851,83138
712,511610,36687,80783
713,614061,37770,84341
714,629528,40498,53537
715,629528,64111,83048
716,177336,19,783
717,177336,2089,2089
718,177336,24319,60377
719,177336,66539,66553
720,394334,37,11607
721,394334,39745,61507
722,394334,64273,86366
723,611471,41617,82863
724,520652,28373,28373
725,520652,66690,69528
726,520652,70813,82924
727,394374,39524,49875
728,394374,67212,84020
729,313567,36117,86195
730,402518,5488,5499
731,402518,44962,82963
732,597570,6,10854
733,597570,39510,39510
734,597570,40879,49579
735,597570,67252,86326
736,473896,65566,83090
737,407930,24636,24636
738,407930,25948,57661
739,407930,68217,82865
740,454092,43689,54268
741,454092,67564,82815
742,607723,40084,58496
743,607723,61887,82627
744,383487,45855,56592
745,383487,66408,83313
746,341598,68150,83560
747,259353,39229,81028
748,541869,7,247
749,541869,41741,57643
750,541869,61079,83095
751,236611,37142,55573
752,236611,64822,83015
753,255067,12,12489
754,255067,68296,86154
755,555785,174,17825
756,555785,50727,50727
757,555785,65084,86382
758,538439,66613,86213
759,84236,68275,83580
760,585177,39142,54091
761,585177,57631,82935
762,640716,42849,61290
763,640716,64487,84184
764,303396,296,4748
765,303396,66944,86321
766,589159,143,2562
767,589159,65046,86284
768,364863,26798,34313
769,364863,42671,57621
770,364863,60939,82853
771,596533,51867,83515
772,347316,42683,58143
773,347316,61699,86376
774,475780,42964,57837
775,475780,61351,82706
776,446922,57,1079
777,446922,64119,68948
778,632615,39485,57531
779,632615,58837,82838
780,605253,40801,40810
781,605253,63882,82954
782,597071,57829,83188
783,637521,42821,83012
784,457636,25,10782
785,457636,65242,86339
786,642175,40064,61362
787,642175,64614,80198
788,554458,40740,58156
789,554458,64843,84284
790,396378,23845,23845
791,396378,50588,50588
792,396378,64801,83240
793,336319,41701,62246
794,336319,65095,83043
795,153736,45263,53760
796,153736,67344,84994
797,104449,40761,82827
798,456220,24874,76866
799,456220,78190,78873
800,257100,140,10882
801,257100,45714,53349
802,257100,64811,86394
803,642991,50831,83055
804,383762,43010,46329
805,605243,35270,35270
806,605243,43116,54609
807,605243,67185,84796
808,581408,68274,82861
809,615143,43009,43009
810,615143,49123,52738
811,615143,68949,69508
812,624114,43173,52415
813,597114,31180,52806
814,597114,64630,82935
815,170330,65532,82826
816,578184,39003,47466
817,578184,61830,86378
818,256126,5,10804
819,256126,64810,86389
820,248012,27,8252
821,248012,9676,9676
822,248012,35911,35911
823,248012,37345,58067
824,248012,59270,62501
825,248012,64090,83151
826,577321,64675,82939
827,584811,17,12082
828,584811,44432,59006
829,584811,61114,86389
830,635281,66172,83204
831,371876,31183,83092
832,595775,38604,38604
833,595775,65180,79249
834,260104,117,3242
835,260104,65538,83467
836,131017,25125,57879
837,479593,63784,63798
838,479593,67970,81602
839,479593,82859,82891
840,396785,34996,83623
841,335993,43001,82764
842,498122,4,74
843,498122,33477,84849
844,498122,86229,86398
845,448694,38625,58898
846,448694,62138,83375
847,638242,43467,64273
848,638242,67475,83684
849,579722,71537,80821
850,616948,55061,83004
851,337441,33888,62925
852,337441,64771,82988
853,583604,6,1910
854,583604,41723,41723
855,583604,43107,86393
856,347405,67798,82817
857,632134,33973,83746
858,589278,3,1643
859,589278,64646,83313
860,589278,85172,86371
861,463326,30117,86392
862,473562,43357,79359
863,394297,72158,72514
864,591382,35765,82823
865,177506,26,13416
866,177506,38311,86391
867,639871,523,523
868,639871,65379,83291
869,453438,34386,59397
870,453438,63511,84180
871,465641,38887,80191
872,364899,27956,27956
873,364899,35245,39902
874,364899,51895,54073
875,364899,57995,58516
876,364899,61107,82695
877,485372,33857,65456
878,485372,69862,86375
879,578469,36422,36422
880,578469,40486,83746
881,556548,220,533
882,356872,39613,83509
883,624396,61766,85261
884,602502,10,11019
885,602502,41665,54424
886,602502,68959,86385
887,542605,21,7948
888,542605,34331,45835
889,542605,68082,86373
890,577584,67823,83304
891,113147,45424,82880
892,249427,39878,39905
893,249427,68233,82692
894,254527,44795,82920
895,599042,39809,59259
896,599042,64844,83006
897,472771,68426,83243
898,245619,62916,62916
899,245619,64802,84669
900,418611,47823,86396
901,505810,29606,30752
902,505810,32161,82884
903,520760,69290,84147
904,397188,31648,31648
905,397188,63690,63692
906,397188,68037,83107
907,610001,64930,84410
908,168667,7,1743
909,168667,64825,65909
910,168667,67380,83831
911,596872,65218,83965
912,617603,34970,34970
913,617603,37060,52020
914,617603,54284,59034
915,617603,64821,82840
916,504692,0,10818
917,504692,66654,86243
918,603590,52972,82789
919,626273,37356,37356
920,626273,42029,84153
921,624767,42836,59475
922,624767,61909,83023
923,592138,35672,60369
924,592138,64804,85350
925,480427,3084,3238
926,480427,45381,48543
927,480427,61676,85912
928,642228,36997,36997
929,642228,42759,61211
930,642228,63270,84010
931,371408,43086,59965
932,371408,63566,86359
933,465674,25069,57272
934,465674,65648,71490
935,638575,449,449
936,638575,34144,39650
937,638575,42297,84077
938,458417,27,4387
939,458417,31753,49846
940,458417,64858,84103
941,251354,65223,83143
942,466464,35334,35334
943,466464,67424,83851
944,644119,1,1592
945,644119,42033,56388
946,644119,64779,83250
947,506132,43834,61785
948,506132,64858,85856
949,590807,27214,27214
950,590807,39548,56589
951,590807,64349,64349
952,590807,66188,86374
953,523194,34279,84115
954,157638,38,4660
955,157638,23461,60804
956,157638,70583,81406
957,580814,64886,84747
958,560456,65862,83259
959,636440,66933,82774
960,643339,68639,82924
961,472199,24,12957
962,472199,63899,86389
963,488455,73,10784
964,488455,66342,86367
965,324756,44228,44228
966,324756,67696,82746
967,265293,40482,83932
968,566954,39381,80293
969,589605,68045,82917
970,136519,121,11809
971,136519,52097,86379
972,568544,4050,4051
973,568544,38496,38496
974,568544,41189,83146
975,561010,61,12087
976,561010,37773,38038
977,561010,39595,86309
978,618059,63199,82627
979,366407,32318,36491
980,366407,66117,82833
981,591538,3,12971
982,591538,35654,38339
983,591538,61753,83814
984,546249,40070,49592
985,546249,64562,83020
986,459727,65256,84228
987,481644,42518,82958
988,613241,40284,71449
989,522048,222,11236
990,522048,66839,86379
991,513669,67110,67110
992,513669,68905,82919
993,600823,64,335
994,600823,36321,84858
995,412434,42149,63617
996,412434,64886,83638
997,596860,45310,51838
998,596860,65217,83003
999,279846,39216,84407
1000,538098,24427,26823
1001,538098,28171,60748
1002,538098,70173,70320
1003,393887,67619,84228
1004,580955,68391,82813
1005,218452,24803,61087
1006,218452,64871,66355
1007,614254,33682,53103
1008,614254,54632,56556
1009,614254,64884,72535
1010,614254,74667,82739
1011,578615,42212,74507
1012,617752,41927,56003
1013,574399,40,1547
1014,574399,67389,86372
1015,311799,48,1811
1016,311799,43131,60398
1017,311799,63018,86381
1018,528021,41007,84816
1019,625873,24972,57734
1020,614794,64101,83718
1021,405442,32004,57582
1022,405442,58881,82739
1023,590788,42943,83099
1024,489637,0,0
1025,489637,25966,25968
1026,489637,67824,84181
1027,567458,20,13500
1028,567458,19271,19271
1029,567458,40825,40825
1030,567458,42295,62896
1031,567458,65759,86308
1032,376342,7,2219
1033,376342,42084,86364
1034,605274,73,11089
1035,605274,68213,85733
1036,119241,44536,53484
1037,119241,55899,86320
1038,473720,42564,43701
1039,473720,65660,82840
1040,490429,41921,82824
1041,625518,3,15319
1042,625518,42241,46333
1043,625518,64836,86394
1044,412785,172,10984
1045,412785,43147,86333
1046,625229,48785,83174
1047,516808,32,2236
1048,516808,52556,52556
1049,516808,61708,86330
1050,484702,64894,82898
1051,500653,7,10822
1052,500653,65910,86398
1053,495341,41180,65964
1054,495341,67279,83050
1055,624870,42894,82965
1056,369970,38983,55500
1057,369970,57123,83405
1058,591649,6,10972
1059,591649,33367,33367
1060,591649,34908,48932
1061,591649,63770,86349
1062,565432,43376,53871
1063,565432,57883,84119
1064,490444,130,11713
1065,490444,38288,51519
1066,490444,66855,86390
1067,489139,65559,83229
1068,452434,46581,46585
1069,452434,48890,55021
1070,452434,69818,83338
1071,605249,44116,44116
1072,605249,49546,53557
1073,605249,70257,86385
1074,144553,40960,83003
1075,598659,68323,82936
1076,520308,66959,67451
1077,520308,69627,85143
1078,195504,42799,83040
1079,498171,48180,48180
1080,498171,63279,83449
1081,605342,67047,86387
1082,601743,31829,34164
1083,601743,35392,60380
1084,461380,44244,62687
1085,461380,64813,82937
1086,349741,32357,32357
1087,349741,35969,35969
1088,349741,63973,82849
1089,349741,84768,84768
1090,594907,38835,54001
1091,594907,65893,86372
1092,136231,23,9977
1093,136231,40960,86387
1094,586369,33,2326
1095,586369,41899,59119
1096,586369,62958,86296
1097,544129,1873,14571
1098,544129,54899,54899
1099,544129,64625,84067
1100,547892,47319,55876
1101,547892,68494,86378
1102,624298,3,1366
1103,624298,39433,39440
1104,624298,60891,63324
1105,624298,66008,85861
1106,321824,36411,37483
1107,321824,38685,46413
1108,321824,64002,67052
1109,321824,70594,73730
1110,589693,1,8462
1111,589693,36466,47486
1112,589693,60881,86387
1113,615051,43147,58158
1114,615051,60963,83675
1115,417171,52,9216
1116,417171,29727,29727
1117,417171,33383,33384
1118,417171,43011,60791
1119,417171,62564,62564
1120,417171,64618,83157
1121,417171,84484,84484
1122,386039,42681,58732
1123,386039,60884,83000
1124,335892,40465,83021
1125,559432,40082,40082
1126,559432,42125,55822
1127,559432,57185,86282
1128,450063,24351,78550
1129,515711,42214,55256
1130,515711,57882,57894
1131,515711,59469,84057
1132,586878,37418,84968
1133,333425,64912,64932
1134,333425,68835,82884
1135,586348,42180,42180
1136,586348,68170,79849
1137,641866,42349,59947
1138,641866,62773,83471
1139,479272,48624,50059
1140,479272,64738,82938
1141,538450,68554,74464
1142,377547,14,109
1143,377547,27952,27952
1144,377547,63381,86338
1145,637471,8,6772
1146,637471,65495,86359
1147,540350,42730,82923
1148,366667,41279,59575
1149,366667,62709,82853
1150,504462,2,4470
1151,504462,6405,9242
1152,504462,85063,86394
1153,567668,40055,49006
1154,567668,64157,83169
1155,611375,39428,59903
1156,611375,63616,80180
1157,140459,68322,82931
1158,527064,31937,85205
1159,545636,35175,38515
1160,545636,39815,60699
1161,545636,63409,84456
1162,579139,427,427
1163,579139,30305,30305
1164,579139,37317,37317
1165,579139,67295,83768
1166,368298,43071,82982
1167,166203,23585,23742
1168,372932,41337,52084
1169,372932,65293,82467
1170,437739,46274,57465
1171,437739,59906,67853
1172,415408,69376,71644
1173,364431,64831,83491
1174,485171,24591,58629
1175,485171,65310,83357
1176,588421,42199,58641
1177,588421,60569,84043
1178,601589,64481,82798
1179,500275,37192,37192
1180,500275,42339,54992
1181,500275,64738,83111
1182,572892,43113,57782
1183,572892,61136,83028
1184,492920,62716,82848
1185,586328,42390,83808
1186,596797,9,10604
1187,596797,12793,12793
1188,596797,48229,54573
1189,596797,65426,86388
1190,529258,67280,85510
1191,603619,197,10179
1192,603619,47226,59795
1193,603619,67299,86391
1194,404993,64902,84998
1195,139015,4,2040
1196,139015,34450,56239
1197,139015,65329,86336
1198,396263,36293,83114
1199,246800,36682,36682
1200,246800,38468,58857
1201,246800,62098,83308
1202,607508,32416,35023
1203,607508,38831,54972
1204,607508,60229,84460
1205,370410,42473,84092
1206,287653,42266,84877
1207,589979,28280,29435
1208,589979,33786,83711
1209,458425,68425,82854
1210,624119,24,11526
1211,624119,67820,86111
1212,639469,65685,66129
1213,639469,69185,83072
1214,120986,6,2103
1215,120986,35465,73284
1216,120986,74534,84343
1217,384446,2308,2717
1218,384446,38801,83429
1219,384446,84650,84650
1220,394366,42609,83470
1221,613556,36,426
1222,613556,47164,47164
1223,613556,49814,58065
1224,613556,60463,83577
1225,584279,39640,58555
1226,584279,64850,84007
1227,458191,24984,24988
1228,458191,26404,54894
1229,458191,56320,57939
1230,458191,67660,76075
1231,458191,77653,78721
1232,458191,80057,81801
1233,497473,41574,59532
1234,497473,60815,60831
1235,497473,63670,63670
1236,497473,64983,82910
1237,578352,25653,25653
1238,578352,28636,53057
1239,578352,64362,82844
1240,213634,66051,70199
1241,213634,72298,86396
1242,481691,134,1385
1243,481691,42783,86377
1244,549878,10,8127
1245,549878,15206,15215
1246,549878,68265,86377
1247,644326,53371,54507
1248,644326,58004,66018
1249,644326,67819,83811
1250,586290,43,6714
1251,586290,39947,59623
1252,586290,68472,86157
1253,615956,9,11941
1254,615956,38854,38854
1255,615956,64516,71560
1256,615956,73650,82796
1257,615956,85961,85978
1258,595150,37830,48918
1259,595150,59697,60431
1260,595150,62656,84575
